No,News Title,Class,Prediction
39117,How I Met Your Mother: Was It a Legendary Finale?,Entertainment,Entertainment
27286,Selena Gomez Gives Emotional Speech At Youth Empowerment Event,Entertainment,Entertainment
5141,Jazz legend Jimmy Scott dead at 88,Entertainment,Entertainment
32547,"Bryan Singer, Gary Goddard named in new sex abuse lawsuit",Entertainment,Entertainment
2594,TweetDeck Hack Was an Accident by a 'Heart-Happy' Teen,Technology,Entertainment
15659,Apple Inc. (AAPL) Earnings: Wall Street Doesn't Expect Much,Technology,Business
13603,Missouri meat company recalls more than 4000 pounds of possibly tainted beef  ...,Medical,Medical
54838,"In new ad, Taco Bell wants you to ditch your old McDonald's breakfast",Business,Business
27951,Kim and Kanye's Vogue cover: more pictures revealed,Entertainment,Entertainment
9800,Summer Surprise: 'Jupiter Ascending' moves to February 2015,Entertainment,Entertainment
52260,9 Tax Day freebies on April 15,Business,Business
5851,Legal action launched over missing MH370,Business,Business
21842,Graco Car Seat Recall: 5 Things Moms Need to Know,Technology,Technology
33707,'Designing Women' Star Dies After Battle With Cancer,Entertainment,Entertainment
56588,T-Mobile US Inc (TMUS) Says FTC Lawsuit 'Unfounded and Without Merit',Technology,Technology
33688,Emily Blunt reveals what Tom Cruise is really like on set after filming Edge of  ...,Entertainment,Entertainment
21540,Kansas residents to receive $1.4 million from e-book settlement,Business,Business
43744,Top court rejects bail plea of tycoon Subrata Roy,Business,Business
38120,Pretty Little Liars Star Talks GQ Photoshop Controversy,Entertainment,Entertainment
48005,Feds Say Powdered Liquor Not Actually Legal,Entertainment,Entertainment
35348,"USDA: Corn planting down, but still fifth largest acreage",Business,Business
61110,Judge Joe Brown Arrested For Courtroom Antics,Entertainment,Entertainment
39553,Gareth Edwards Gets Untitled 'Star Wars' Standalone Film Director Job,Entertainment,Entertainment
33086,Burying Your Head In The Sand? Kourtney Kardashian Claims She Hasn't Seen  ...,Entertainment,Entertainment
24564,ThinkProgress Tries to Figure Out This Whole Minimum Wage Thing By Micah  ...,Business,Business
10463,General Motors,Technology,Technology
44534,Healthcare rises as Europe shares rally: M&A in focus,Business,Business
31051,Tracy Morgan Accident 2014: Twitter Death Rumors Spreading After '30 Rock  ...,Entertainment,Entertainment
39458,Taylor Swift tops Billboard list of top music earners.,Entertainment,Entertainment
8452,Freddie Mac: Mortgage rates fall two weeks straight,Business,Business
19657,Robert Downey Jr. 'Rallying Behind' Son After Cocaine Arrest,Entertainment,Entertainment
14743,Kardashian Update: Renaissance Wedding Bells for Kim Kardashian and Kanye  ...,Entertainment,Entertainment
2921,Singapore Airlines plane in near miss over Houston,Business,Business
54707,Mars 'flying saucer' LDSD splashes down off Hawaii after successful NASA test,Technology,Technology
3036,'Game of Thrones': Fans react with glee to Purple Wedding,Entertainment,Entertainment
37161,Where is NZ's worst air?,Technology,Technology
28947,Lifetime Will Produce a Whitney Houston Biopic,Entertainment,Entertainment
50796,OnePlus launches the OnePlus One: Initial Thoughts,Technology,Technology
48404,Elon/Pew Poll suggests threats ahead for Internet access,Technology,Technology
3164,CDC investigates Salmonella Cotham outbreak linked to bearded dragons,Medical,Medical
53977,Girl mauled by raccoon 12 years ago to get new ear,Medical,Entertainment
34607,Chinese prime minister downplays debt risk,Business,Business
64797,HTC Nexus 9 tablet,Technology,Technology
50453,From Backstreet Boy To Married Man: Nick Carter Weds Lauren Kitt,Entertainment,Entertainment
116,Full steam ahead: The e-cigarette market is returning cigarette advertising to TV  ...,Medical,Medical
56416,"Dollar up against yen, down vs. pound, euro",Business,Business
25808,Samaritan's Purse fighting deadly Ebola virus outbreak in West Africa,Medical,Medical
15923,Twitter Music pulled from App Store,Entertainment,Entertainment
35558,US banking majors pass Fed test,Business,Business
25578,TV Blog Buzz: Can 'Game of Thrones' top last week's huge shocker?,Entertainment,Entertainment
34071,Mr. Fix-it the latest executive departure for JP Morgan,Business,Business
40289,UPDATED: US auto sales expected to rise 2% in March,Business,Business
35155,"'Sharknado 2' storms Hudson River with NJ's Ian Ziering, Tara Reid",Entertainment,Entertainment
30083,Twitter Signs $230 Million Mobile Advertising Deal With Omnicom,Business,Business
53288,'I spent five months in jail for this' - Pete Bethune on whaling ruling,Technology,Technology
50030,"IBM second quarter revenue dips 2%, net income up 28%",Business,Business
32707,iTunes Radio set for shake-up after Apple's $30m Swell purchase,Technology,Technology
33447,Samsung Just Made Picking The Right Android Tablet Easier With The New  ...,Technology,Technology
3584,Chinese Regulators Do Not Approve Of The P3 Shipping Alliance,Business,Business
5627,Google+ creator Vic Gundotra is leaving the company,Technology,Technology
64543,"FDA Advises on Laparoscopic Power Morcellation in Hysterectomy, Myomectomy",Medical,Medical
52418,"New Banksy Mural ""Mobile Lovers"" Appears in Britain",Entertainment,Technology
15085,Texas hospitals continue work to reduce hospital acquired infections,Medical,Medical
34251,Professional dancer takes the stage for 1st time since losing part of leg in  ...,Entertainment,Entertainment
46264,Heir Apparent Revealed: Thomas W. Farley Named as NYSE Group Successor,Business,Business
11553,"Microsoft (MSFT) Announces External Storage, Real Names Coming for Xbox  ...",Technology,Technology
27120,Stephen Elop gives employees sneak peek at new 'selfie' phone,Technology,Entertainment
41063,Macauley Culkin's band pelted with drinks in England,Entertainment,Entertainment
15736,"Beyonce Joins Solange During Her Coachella Set, Plus More Of The Fesival's  ...",Entertainment,Entertainment
16762,E-cigs smoke out more people to abandon tobacco,Medical,Medical
47168,Good News For Boomers: Medicare's Hospital Trust Fund Appears Flush Until  ...,Business,Medical
8518,Miley Cyrus Cancelled Her Show Last Night And Was Hospitalized Thanks To 'A  ...,Entertainment,Entertainment
30328,Facebook to acquire video advertising platform LiveRail for $500 million,Technology,Business
33970,"Stocks open lower on Wall Street, led by banks",Business,Business
9508,Billy Bob Thornton on Fargo and Ken Burns Hair,Entertainment,Entertainment
3067,'Burger King Baby' finds mom who abandoned her in BK bathroom 27 years ago,Technology,Technology
19191,No real change in childhood obesity rates,Medical,Medical
9389,Walking fish reveal how our ancestors evolved onto land,Technology,Technology
61737,Report gauges US impacts of global warming,Technology,Technology
8389,Mad Men: The Strategy,Entertainment,Entertainment
36062,Samsung Galaxy Note 3 vs Samsung Galaxy Note 4 – Price and Specs  ...,Technology,Technology
24743,Satellite firm offers free airline tracking service,Business,Business
30409,Madonna Shows Long Armpit Hair In New Instagram Pic,Entertainment,Entertainment
25516,Shailene Woodley Says 'The Fault in our Stars' is her Last Teenage Oriented  ...,Entertainment,Entertainment
32951,Protesters arrested outside McDonald's building,Business,Business
5313,Common Uterine Surgery Used On Many Women Now Discouraged By FDA,Medical,Medical
36295,Samsung Galaxy S5: best screen ever,Technology,Technology
52474,VIDEO: Alibaba Heading for a Record-Setting US IPO,Business,Business
502,Your smart contact lenses can measure diabetes,Technology,Technology
6151,NASA Carbon Observatory Finally Reaches Space: Let the CO2 Hunt Begin!,Technology,Technology
48166,'They beat up every Chinese they found': Residents flee Vietnam ahead of  ...,Business,Business
11592,"Healthy Role Model: Please LeBron James, Just Do It",Business,Entertainment
33166,Taylor Swift Tops Music's Rich List,Entertainment,Entertainment
53943,Ripples from 'Big Bang' spotted by scientists,Technology,Technology
27769,"BoE's Carney knocks sterling down, euro unfazed by IFO survey",Business,Business
28267,Vapour from e-cigarettes makes MRSA bacteria more aggressive,Medical,Medical
7190,Drew Barrymore's Half-Sister Found Dead In Car Aged 47,Entertainment,Entertainment
49558,Showtime horror series harkens back to Victorian days,Entertainment,Entertainment
56433,"Don't call your girlfriend, daughter fat: Here's why",Medical,Entertainment
17444,BECAUSE THEY'RE CRAZY: iHeartRadio Will Loop Pharrell's “Happy” For 13  ...,Entertainment,Entertainment
35486,California chicken linked to salmonella recalled,Medical,Medical
14737,AT&T ups revenue growth forecast on new pricing model,Business,Business
10036,Movie review: Visuals not enough to heat up 'Planes: Fire & Rescue',Entertainment,Entertainment
48304,Forex - Euro touches fresh 3-month lows against dollar,Business,Business
14502,"Closing Update: An Apple A Day Keeps The Bears Away, But Ukraine Sours  ...",Business,Technology
48591,"Beyoncé and Jay Z announce tour, 'On The Run' hits select cities this year",Entertainment,Entertainment
6077,"Khloe, Kourtney Kardashian hit New York to begin new reality show",Entertainment,Entertainment
25143,Google Glass gets Calendar and iPhone SMS update,Technology,Technology
33946,US auctions 30000 bitcoins from raid,Business,Business
30609,Study shows antipsychotic drugs could significantly reduce violent crime,Medical,Medical
61778,Kim Kardashian wows in another Lanvin outfit amid reports of who her wedding  ...,Entertainment,Entertainment
12068,Train Reading: No Such Thing as 'Easy Money',Business,Business
40097,Office For iPad Could Get Print Functionality Later,Technology,Business
34042,RWE to stick with strategy despite 'forces pushing against coal',Business,Business
20950,"New ""Star Wars Saga"" cast: Return of the Jedi pensioners / Breaking News",Entertainment,Entertainment
60957,Google's Project Tango Is DIYer's Dream,Technology,Technology
61838,"The Bachelor Finale Results 2014 - Live Recap, Spoilers Tonight for The Final  ...",Entertainment,Entertainment
54863,Yandex To Buy Russian Auto Classifieds Website Auto.ru For About $175 Mln  ...,Technology,Business
59862,Bacteria can be frequent flyers too,Medical,Medical
64114,Reader feedback May 19: Reaction to Red Lobster's imminent sale,Business,Business
1551,Euro to Australian Dollar (EUR/AUD) Trading in Narrow Range before Key  ...,Business,Business
57127,Apple is reportedly close to buying Beats for $3.2 billion,Business,Business
8264,Puppets Unveiled on Star Wars Episode VII Set,Entertainment,Entertainment
42668,"Alibaba's big reveal: high growth, odd governance",Business,Business
2574,Fiat Chrysler keeps India numbers realistic,Technology,Business
8268,Lawsuit could make climate change readiness the city's burden,Technology,Technology
15075,What Does Superman Have Against Underpants?,Entertainment,Entertainment
49155,Rare stamp could set records at auction,Entertainment,Entertainment
13161,Apple wearable rumored to debut with iPhone 6 in September,Technology,Technology
31485,"Sony To Sell Playstation Consoles In China, Takes On Microsoft's Xbox One E  ...",Technology,Technology
51310,OkCupid Experiment,Technology,Technology
43418,New York's highest court refuses to reinstate ban on big sodas,Medical,Medical
65268,Gas price climb showing signs of easing,Technology,Technology
42297,Apple could make Dr. Dre a billionaire with Beats buy,Technology,Technology
33977,Big jump in MERS cases in Saudi Arabia,Medical,Medical
34054,Threat from global warming heightened in latest UN report,Technology,Technology
51375,Apple to buy Dr Dre's Beats Electronics,Technology,Technology
53722,"Closing Bell: Stock markets chalk up further losses, US banker JPMorgan misses  ...",Business,Business
15771,Here's Why Elon Musk Built Tesla Even Though He Thought It Was Probably  ...,Business,Technology
52228,Rare footage shows FDR walking at All-Star game,Entertainment,Entertainment
57342,GM orders recall of 60K Saturns to fix gear issue,Technology,Technology
47621,Selena Gomez may be dating Orlando Bloom,Entertainment,Entertainment
17773,New device may make recovery from spinal cord injuries possible,Medical,Medical
55640,Scientists create giant virtual universe with supercomputer Supernova Illustris,Technology,Technology
39694,Health Watch,Medical,Medical
52211,Lionel Richie Gets Lifetime Achievement At 2014 BET Awards,Entertainment,Entertainment
8387,"Five a day not ambitious enough, unique study of fruit & veg consumption shows",Medical,Medical
15535,Two antibodies may block MERS virus from infecting cells,Medical,Medical
18990,Climate Change Damages are Happening Now & More Severe Impacts are  ...,Technology,Technology
